Region,Region.1,Fuel,Value,Unnamed: 4,Unit,Source,Updated at,Updated by
CH,DE_BW,ETS,197.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_BW,ETS,537.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_BY,ETS,230.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_BY,ETS,298.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_MV,ETS,291.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_NI,ETS,246.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_NRW,ETS,148.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_RP,ETS,146.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_SH,ETS,203.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_SL,ETS,426.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_SN,ETS,206.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_SN,ETS,433.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_BE,Biofuel,45.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_MV,Biofuel,174.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_NI,Biofuel,236.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_SN,Biofuel,114.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_ST,Biofuel,106.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_ST,Biofuel,133.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_BY,Biofuel,158.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_HE,Biofuel,221.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_NRW,Biofuel,340.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_RP,Biofuel,288.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_SH,Biofuel,620.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_HE,Biofuel,268.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_SH,Biofuel,625.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_ST,Biofuel,350.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_TH,Biofuel,253.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_NI,Biofuel,86.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_NI,Biofuel,225.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_NRW,Biofuel,136.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_RP,Biofuel,144.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_TH,Biofuel,124.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_NI,Biofuel,102.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_SH,Biofuel,77.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_NI,Biofuel,204.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_SH,Biofuel,192.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_NRW,Biofuel,200.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_SH,Biofuel,176.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_ST,Biofuel,146.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_TH,Biofuel,193.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_RP,Biofuel,149.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_SL,Biofuel,83.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_Baltic,Biofuel,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_Nord,Biofuel,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_Baltic,Biofuel,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_Nord,Biofuel,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_ST,Biofuel,141.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_TH,Biofuel,165.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_TH,Biofuel,120.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,PL,Biofuel,443.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,AT,Biofuel,372.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,CH,Biofuel,197.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,FR,Biofuel,537.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,AT,Biofuel,230.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,CZ,Biofuel,298.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DK,Biofuel,291.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,NL,Biofuel,246.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,NL,Biofuel,148.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,BE,Biofuel,146.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DK,Biofuel,203.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,FR,Biofuel,426.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,CZ,Biofuel,206.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,PL,Biofuel,433.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_BB,Biofuel,45.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_BB,Biofuel,174.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_BB,Biofuel,236.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_BB,Biofuel,114.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_BB,Biofuel,106.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_BE,Biofuel,133.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_BW,Biofuel,158.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_BW,Biofuel,221.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_BW,Biofuel,340.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_BW,Biofuel,288.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_BW,Biofuel,620.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_BY,Biofuel,268.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_BY,Biofuel,625.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_BY,Biofuel,350.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_BY,Biofuel,253.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_HB,Biofuel,86.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_HE,Biofuel,225.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_HE,Biofuel,136.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_HE,Biofuel,144.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_HE,Biofuel,124.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_HH,Biofuel,102.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_HH,Biofuel,77.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_MV,Biofuel,204.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_MV,Biofuel,192.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_NI,Biofuel,200.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_NI,Biofuel,176.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_NI,Biofuel,146.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_NI,Biofuel,193.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_NRW,Biofuel,149.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_RP,Biofuel,83.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_SN,Biofuel,141.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_SN,Biofuel,165.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_ST,Biofuel,120.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_BB,Biofuel,443.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_BW,Biofuel,372.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_BW,Biofuel,197.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_BW,Biofuel,537.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_BY,Biofuel,230.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_BY,Biofuel,298.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_MV,Biofuel,291.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_NI,Biofuel,246.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_NRW,Biofuel,148.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_RP,Biofuel,146.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_SH,Biofuel,203.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_SL,Biofuel,426.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_SN,Biofuel,206.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_SN,Biofuel,433.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_BE,Gas_Natural,45.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_MV,Gas_Natural,174.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_NI,Gas_Natural,236.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_SN,Gas_Natural,114.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_ST,Gas_Natural,106.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_ST,Gas_Natural,133.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_BY,Gas_Natural,158.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_HE,Gas_Natural,221.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_NRW,Gas_Natural,340.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_RP,Gas_Natural,288.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_SH,Gas_Natural,620.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_HE,Gas_Natural,268.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_SH,Gas_Natural,625.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_ST,Gas_Natural,350.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_TH,Gas_Natural,253.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_NI,Gas_Natural,86.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_NI,Gas_Natural,225.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_NRW,Gas_Natural,136.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_RP,Gas_Natural,144.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_TH,Gas_Natural,124.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_NI,Gas_Natural,102.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_SH,Gas_Natural,77.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_NI,Gas_Natural,204.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_SH,Gas_Natural,192.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_NRW,Gas_Natural,200.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_SH,Gas_Natural,176.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_ST,Gas_Natural,146.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_TH,Gas_Natural,193.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_RP,Gas_Natural,149.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_SL,Gas_Natural,83.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_Baltic,Gas_Natural,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_Nord,Gas_Natural,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_Baltic,Gas_Natural,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_Nord,Gas_Natural,30.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_ST,Gas_Natural,141.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_TH,Gas_Natural,165.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_TH,Gas_Natural,120.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,PL,Gas_Natural,443.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,AT,Gas_Natural,372.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,CH,Gas_Natural,197.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,FR,Gas_Natural,537.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,AT,Gas_Natural,230.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,CZ,Gas_Natural,298.0,,km,Own calulation of distance - see txt.file for more Info,19.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
