Region,Region,Fuel,Value,,Unit,Source,Updated at,Updated by
DE_SN,DE_BB,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_BB,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_BB,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,DE_BB,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,DE_BB,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_BB,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_BB,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_BB,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_BB,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_BB,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_BB,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_BB,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_BB,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_Baltic,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_Baltic,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_Baltic,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
BE,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
PL,DE_Baltic,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,PL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,PL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,PL,H2,0.0053,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,PL,Gas_Natural,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,NL,Power,2.1425,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BB,NL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BE,NL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BW,NL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,NL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,NL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,NL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,NL,Biomass,0.0039,,M€/GW,needs update,20.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
